i,archivo,busqueda,categoria_web,ciudad,clase,cp,direccion,latitud,longitud,nombre,subclase
1289,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45421.csv,PALENCIA,maquinas-herramienta, ,45421,,,0,0,suministros industriales vallcal s.l.,
1291,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45421.csv,PALENCIA,agricultura y silvicultura: maquinas y equipos, ,45421,,,0,0,taller mecanico miguel escudero,
1298,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45421.csv,PALENCIA,derribos: empresas, ,45421,,,0,0,tocab - tomas cabezas,
1300,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45421.csv,PALENCIA,calefaccion: instalacion y mantenimiento,palencia,45421,34004,"belgica, s",0,0,torices 2001,
1302,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45421.csv,PALENCIA,maquinas expendedoras automaticas: mayoristas,palencia,45421,34004,"los orfebres (pol. ind. san antolin), 130",0,0,vending palencia,
1307,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44112.csv,PALENCIA,talleres mecanicos para automoviles, ,44112,,,0,0,talleres hermanos sanchez acero s.l.,
1309,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44419_puertasdealuminio.csv,PALENCIA,puertas automaticas, ,44419,,,0,0,benadoor s.l.,puertasdealuminio
1310,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44419_puertasdealuminio.csv,PALENCIA,puertas automaticas, ,44419,,,0,0,hormann espana,puertasdealuminio
1311,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44419_puertasdealuminio.csv,PALENCIA,puertas: fabricantes y mayoristas, ,44419,,,0,0,manusa,puertasdealuminio
1364,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45311.csv,PALENCIA,floristerias, ,45311,,,0,0,solo rosas,
1371,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45114.csv,PALENCIA,instrumentos musicales: venta y alquiler, ,45114,,,0,0,musicarium,
1372,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45114.csv,PALENCIA,instrumentos musicales: venta y alquiler, ,45114,,,0,0,pianisimo,
1375,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44421.csv,PALENCIA,construccion: maquinas y equipos, ,44421,,,0,0,cydima,
1380,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44421.csv,PALENCIA,agricultura y silvicultura: maquinas y equipos, ,44421,,,0,0,taller mecanico miguel escudero,
1389,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44831.csv,PALENCIA,joyeria: establecimientos,palencia,44831,34004,"pl. padre claret, 4",0,0,hernandez de felipe joyeros,
1406,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44619_audifonos.csv,PALENCIA,audifonos y protesis auditivas,palencia,44619,,,0,0,gaes,audifonos
1432,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44611.csv,PALENCIA,farmacias, ,44611,,,0,0,farmacia ortopedia pablo coupeau,
1452,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44431.csv,PALENCIA,gasoleo, ,44431,,,0,0,hidifer s.l.,
1453,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44431.csv,PALENCIA,lena y carbon, ,44431,,,0,0,j.l. alvarez,
1456,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44431.csv,PALENCIA,lena y carbon, ,44431,,,0,0,vall pellet,
1459,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_artículosdehogar.csv,PALENCIA,envases de plastico, ,44429,,,0,0,arcas envases plasticos,articulosdehogar
1461,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_artículosdehogar.csv,PALENCIA,dentistas: odontologos y estomatologos, ,44429,,,0,0,clinica odontologica aragon - gracia,articulosdehogar
1464,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_artículosdehogar.csv,PALENCIA,centros comerciales y grandes almacenes, ,44429,,,0,0,el corte ingles,articulosdehogar
1477,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_artículosdehogar.csv,PALENCIA,"construccion, materiales: almacenes", ,44429,,,0,0,materiales de construccion alejandro rodriguez,articulosdehogar
1480,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_artículosdehogar.csv,PALENCIA,plastico articulos: fabricantes y mayoristas, ,44429,,,0,0,metacrilatoonline,articulosdehogar
1482,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_artículosdehogar.csv,PALENCIA,plastico articulos: fabricantes y mayoristas, ,44429,,,0,0,plasticos ferplast s.l.,articulosdehogar
1483,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_artículosdehogar.csv,PALENCIA,muebles: establecimientos, ,44429,,,0,0,polque,articulosdehogar
1487,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_artículosdehogar.csv,PALENCIA,floristerias, ,44429,,,0,0,solo rosas,articulosdehogar
1498,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45399_alarmasantirobo.csv,PALENCIA,alarmas: venta e instalacion,palencia,45399,,,0,0,securitas direct,alarmasantirobo
1499,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45399_alarmasantirobo.csv,PALENCIA,seguridad y vigilancia: empresas, ,45399,,,0,0,seguridad integral secoex s.a.,alarmasantirobo
1506,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45111.csv,PALENCIA,centros comerciales y grandes almacenes, ,45111,,,0,0,el corte ingles,
1516,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_articulosdebaño.csv,PALENCIA,"construccion, materiales: almacenes", ,44429,,,0,0,curieses,articulosdebano
1517,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_articulosdebaño.csv,PALENCIA,"construccion, materiales: almacenes", ,44429,,,0,0,materiales de construccion alejandro rodriguez,articulosdebano
1519,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_articulosdebaño.csv,PALENCIA,plastico articulos: fabricantes y mayoristas, ,44429,,,0,0,metacrilatoonline,articulosdebano
1521,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_articulosdebaño.csv,PALENCIA,plastico articulos: fabricantes y mayoristas, ,44429,,,0,0,plasticos ferplast s.l.,articulosdebano
1523,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45299_catalogosdecongresos.csv,PALENCIA,etiquetas: fabricantes y mayoristas, ,45299,,,0,0,graficas varias s.a.,catalogosdecongresos
1524,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_45299_catalogosdecongresos.csv,PALENCIA,artes graficas, ,45299,,,0,0,grafolid artes graficas,catalogosdecongresos
1540,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44521.csv,PALENCIA,carnicerias,palencia,44521,34001,"pl. abastos, 25",0,0,carniceria gregorio,
1551,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44521.csv,PALENCIA,casquerias,palencia,44521,34001,"pl. abastos, 19",0,0,casqueria lino y ana,
1556,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44521.csv,PALENCIA,centros comerciales y grandes almacenes, ,44521,,,0,0,hipercor,
1576,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44521.csv,PALENCIA,carnicerias,palencia,44521,34003,"pl. san juanillo, 16",0,0,mariano alonso hoyos,
1578,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44521.csv,PALENCIA,casquerias,palencia,44521,34001,"pl. abastos, 23",0,0,tina,
1588,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44411_tiendasdeelctrodomesticos.csv,PALENCIA,"construccion, materiales: almacenes", ,44411,,,0,0,materiales de construccion alejandro rodriguez,tiendasdeelctrodomesticos
1599,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44814.csv,PALENCIA,centros comerciales y grandes almacenes, ,44814,,,0,0,el corte ingles,
1600,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_cristaleria.csv,PALENCIA,cristalerias, ,44429,,,0,0,arte vidrio,cristaleria
1601,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_cristaleria.csv,PALENCIA,reformas en general, ,44429,,,0,0,buenos dias buenas noches,cristaleria
1611,./CYL/DESCARGAS CATCHAPAGE PALENCIA/PALENCIA_44429_cristaleria.csv,PALENCIA,reparaciones del hogar, ,44429,,,0,0,reparalia,cristaleria
1636,./CYL/DESCARGAS ERRORES/ERRORES SALAMANCA/revisionSalamanca7213_pensiones- .csv,SALAMANCA,seguros: entidades | seguro de asistencia hogar 24 horas,salamanca,7213,37001,"calle gran via, 72",0,0,alianza espanola de seguros,pensiones-
1681,./CYL/DESCARGAS ERRORES/ERRORES SALAMANCA/revisionSalamanca7213_pensiones- .csv,SALAMANCA,bancos y cajas de ahorros,salamanca,7213,,,0,0,ibercaja,pensiones-
1689,./CYL/DESCARGAS ERRORES/ERRORES SALAMANCA/revisionSalamanca7213_pensiones- .csv,SALAMANCA,abogados,salamanca,7213,,,0,0,legalitas,pensiones-
1695,./CYL/DESCARGAS ERRORES/ERRORES SALAMANCA/revisionSalamanca7213_pensiones- .csv,SALAMANCA,seguros: entidades, ,7213,,,0,0,mapfre,pensiones-
1711,./CYL/DESCARGAS ERRORES/ERRORES SALAMANCA/revisionSalamanca7213_pensiones- .csv,SALAMANCA,seguros: entidades, ,7213,,,0,0,seguros mapfre,pensiones-
1811,./CYL/DESCARGAS ERRORES/ERRORES PALENCIA/revisionPalencia_44411_suelosjardinesycespedes - .csv,PALENCIA,madera: almacenes, ,44411,,,0,0,costina,suelosjardinesycespedes-
1812,./CYL/DESCARGAS ERRORES/ERRORES PALENCIA/revisionPalencia_44411_suelosjardinesycespedes - .csv,PALENCIA,limpieza: empresas | servicio de vigilancia de 24 horas, ,44411,,,0,0,ics group,suelosjardinesycespedes-
1843,./CYL/DESCARGAS ERRORES/ERRORES PALENCIA/revisionPalencia_7221- .csv,PALENCIA,bar restaurante en palencia. especializados en cocina castellana,palencia,7221,34005,"mte. viejo, s",0,0,el refugio,-
1862,./CYL/DESCARGAS ERRORES/ERRORES PALENCIA/revisionPalencia_7221- .csv,PALENCIA,bar restaurante en palencia. especializados en cocina castellana,palencia,7221,34004,"belgica, s",0,0,los blancos,-
1886,./CYL/DESCARGAS ERRORES/ERRORES PALENCIA/revisionPalencia_7221- .csv,PALENCIA,cafeteria restaurante en palencia. especializados en cocina tradicional,palencia,7221,34003,"pl. abetos, 3",0,0,rosa eva s.l.,-
1896,./CYL/DESCARGAS ERRORES/ERRORES PALENCIA/revisionPalencia_7221- .csv,PALENCIA,restaurante en palencia con especialidad en cocina tradicional,palencia,7221,34003,"ctra. carrion, km 1",0,0,venta zapatones,-
1904,./CYL/DESCARGAS ERRORES/ERRORES PALENCIA/revisionPalencia_45439_suelosjardinesycespedes - .csv,PALENCIA,gasoleo, ,45439,,,0,0,estacion de servicio la mota,suelosjardinesycespedes-
1905,./CYL/DESCARGAS ERRORES/ERRORES PALENCIA/revisionPalencia_45439_suelosjardinesycespedes - .csv,PALENCIA,gasoleo | gasolinera 24 horas, ,45439,,,0,0,hidifer s.l.,suelosjardinesycespedes-
1908,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_estufascocinaleña.csv,VALLADOLID,piscinas: construccion y mantenimiento, ,44229,,,0,0,agrupadas onix,estufascocinalena
1910,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_estufascocinaleña.csv,VALLADOLID,chimeneas: establecimientos,valladolid,44229,,,0,0,casacampo,estufascocinalena
1913,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_estufascocinaleña.csv,VALLADOLID,hierro: almacenes, ,44229,,,0,0,hierros y aceros de santander s.a.,estufascocinalena
1922,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44111.csv,VALLADOLID,motocicletas: recambios y accesorios,la overuela,44111,47009,"av. gijon, 84",0,0,aral motor,
1931,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44111.csv,VALLADOLID,automoviles: concesionarios,valladolid,44111,47014,"ctra. salamanca, km.127,5",0,0,autorama v,
1935,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44111.csv,VALLADOLID,automoviles: concesionarios,valladolid,44111,47015,"av. monast. ntra. sra. de prado, 5",0,0,compramostucoche,
1936,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44111.csv,VALLADOLID,automoviles: concesionarios y agencias, ,44111,,,0,0,disauto concesionario peugeot,
1937,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44111.csv,VALLADOLID,automoviles: concesionarios,valladolid,44111,47009,"ctra. leon, km. 194,700",0,0,disauto s.a.,
1955,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44111.csv,VALLADOLID,automoviles: concesionarios y agencias, ,44111,,,0,0,segauto 2000,
1966,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44421.csv,VALLADOLID,jardineria: servicios, ,44421,,,0,0,campo ciudad,
1969,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44421.csv,VALLADOLID,agricultura y silvicultura: maquinas y equipos, ,44421,,,0,0,herba maquinaria,
1971,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44421.csv,VALLADOLID,"automoviles, recambios y accesorios: establecimientos", ,44421,,,0,0,recambios sanz,
1977,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44421.csv,VALLADOLID,torneros mecanicos, ,44421,,,0,0,talleres hermanos a.c.,
1994,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44619_dietetica.csv,VALLADOLID,farmacias, ,44619,,,0,0,farmacia avda. de madrid,dietetica
2013,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44619_dietetica.csv,VALLADOLID,ecologia: productos, ,44619,,,0,0,industria navarra de confiteria,dietetica
2041,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47004,"merc. campillo, s",0,0,benjamin blanco,
2100,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47003,"merc. el val, s",0,0,felipe gonzalez,
2101,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47003,"merc. el val, s",0,0,felipe gonzalez 2,
2108,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47004,"merc. campillo, s",0,0,francisco javier burgos vaquero,
2115,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47004,"merc. campillo, s",0,0,granjaluisa,
2120,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,centros comerciales y grandes almacenes, ,44521,,,0,0,hipercor,
2132,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47004,"merc. campillo, .",0,0,jose carlos gomez ayuso,
2142,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47004,"merc. campillo, s",0,0,jose miguel fernandez prieto,
2146,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47003,"merc. el val, s",0,0,juan carlos tordera gomez,
2150,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,pinar de antequera,44521,47153,"cno. viejo simancas, 46",0,0,la casa de la carne s.a.,
2160,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47004,"merc. campillo, s",0,0,maria del carmen sanz aguado,
2164,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47013,"merc. delicias, 12",0,0,maria jesus velazquez gonzalez,
2165,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47003,"merc. el val, s",0,0,maria jose garcia alvarez,
2178,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47003,"merc. el val, s",0,0,pedro sastre sanz,
2182,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47003,"merc. el val, s",0,0,rafael garcia zamora,
2196,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carne: mayoristas, ,44521,,,0,0,santos de avila,
2202,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47003,"merc. el val, s",0,0,ternera de aliste,
2207,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44521.csv,VALLADOLID,carnicerias,valladolid,44521,47003,"merc. el val, s",0,0,victoriano arroyo remiro,
2213,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44619_audifonos.csv,VALLADOLID,opticos optometristas, ,44619,,,0,0,dea centro de optometria,audifonos
2216,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44619_audifonos.csv,VALLADOLID,audifonos y protesis auditivas,valladolid,44619,,,0,0,gaes,audifonos
2226,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid45299_catalogocongresos.csv,VALLADOLID,etiquetas: fabricantes y mayoristas, ,45299,,,0,0,graficas varias s.a.,catalogocongresos
2328,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44523.csv,VALLADOLID,fruterias,valladolid,44523,47004,"merc. campillo, s",0,0,frutas carlos,
2342,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44523.csv,VALLADOLID,fruterias,valladolid,44523,47012,"armonio, s",0,0,fruval ribon s.l.,
2344,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44523.csv,VALLADOLID,centros comerciales y grandes almacenes, ,44523,,,0,0,hipercor,
2355,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44523.csv,VALLADOLID,fruterias,valladolid,44523,47003,"merc. el val, s",0,0,m sanchez,
2357,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44523.csv,VALLADOLID,fruterias,valladolid,44523,47004,"merc. campillo, s",0,0,manuel tuda learra,
2375,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44531.csv,VALLADOLID,bodegas: produccion de vino, ,44531,,,0,0,finca tres jotas,
2378,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44531.csv,VALLADOLID,bodegas: produccion de vino, ,44531,,,0,0,senorio de bocos s.a.,
2379,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44531.csv,VALLADOLID,cubas y barriles, ,44531,,,0,0,toneleria duero,
2388,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,puertas de madera, ,44411,,,0,0,almacenes minguela,madera
2389,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,carpinteria de aluminio, ,44411,,,0,0,alusan,madera
2413,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,madera: almacenes, ,44411,,,0,0,costina,madera
2415,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,ebanisterias,valladolid,44411,47012,"el metano (pol. ind. san cristobal), 30",0,0,de la rosa fabrica de muebles,madera
2416,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,armarios,valladolid,44411,47012,"ctra. soria, km 4,5",0,0,de madera armarios y librerias,madera
2424,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,carpinteria de madera,la overuela,44411,47009,"av. gijon, 96",0,0,elaborados de la madera castrillo s.l.,madera
2435,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,lena para calefaccion,puente duero-esparragal,44411,47152,"cnda. valdestillas, 86",0,0,jesus navarro casal,madera
2453,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,madera: almacenes,valladolid,44411,47017,"ctra. villabanez, km 1,500",0,0,maderas pascual,madera
2454,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,madera: almacenes,valladolid,44411,47009,"autov. burgos (pol. ind.), km 120",0,0,maderas pisuerga s.l.,madera
2457,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,ebanisterias, ,44411,,,0,0,maivan ebanistas s.l.,madera
2480,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,reparaciones del hogar | empresa multiservicio 24 horas, ,44411,,,0,0,reparalia,madera
2491,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,tableros: fabricantes y mayoristas,valladolid,44411,47009,"autov. burgos (pol. ind.), km.109",0,0,tableros de fibras,madera
2494,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,madera: almacenes, ,44411,,,0,0,tableros sanz,madera
2499,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,carpinteria de madera para obra,valladolid,44411,47012,"paramo de san isidro, 55",0,0,velsan puertas y armarios,madera
2500,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44411_madera.csv,VALLADOLID,carpinteria de pvc, ,44411,,,0,0,ventislan,madera
2543,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid45113.csv,VALLADOLID,tejidos: establecimientos,valladolid,45113,,,0,0,tejidos ana,
2573,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44612_productosdebelleza.csv,VALLADOLID,cosmetica: fabricantes y mayoristas,pinar de antequera,44612,47153,"cno. viejo simancas, s",0,0,modania s.a.,productosdebelleza
2585,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid45211.csv,VALLADOLID,grandes almacenes,valladolid,45211,47015,"av. monast. ntra. sra. de prado, s",0,0,c & a modas s.l.,
2600,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid45211.csv,VALLADOLID,centros comerciales y grandes almacenes | agencia de viaje 24 horas, ,45211,,,0,0,el corte ingles,
2601,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid45211.csv,VALLADOLID,centros comerciales y grandes almacenes | agencia de viaje 24 horas,valladolid,45211,28009,,0,0,el corte ingles,
2604,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid45211.csv,VALLADOLID,centros comerciales y grandes almacenes, ,45211,,,0,0,hipercor,
2650,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_supermercados.csv,VALLADOLID,centros comerciales y grandes almacenes | agencia de viaje 24 horas, ,44511,,,0,0,el corte ingles,supermercados
